UF,Sigla,Pedido,Depósito,Título,Linguagem,Campo de Aplicação,Tipo Programa,Nome do Titular:,Nome do Autor,Nome do Procurador:,,
Ceará,UFC,BR 51 2023 002806 1,19/09/2023,Plugin do Moodle: Bloco de progresso de cursos no Painel do usuário, JAVA SCRIPT / OUTROS / PHP, ED-03,GI-01,"CESAR - CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN / UNIVERSIDADE DE SÃO PAULO / UNIVERSIDADE FEDERAL DE ALAGOAS / UNIVERSIDADE FEDERAL DO CEARÁ / UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",ALAN PEDRO DA SILVA / ALUÍSIO IGOR RÊGO FONTES / DIEGO DERMEVAL MEDEIROS DA CUNHA MATOS / EDUARDO HENRIQUE OLIMPIO DE GUSMÃO / IBSEN MATEUS BITTENCOURT SANTANA PINTO / IG IBERT BITTENCOURT SANTANA PINTO / JEFERSON QUEIROGA PEREIRA / LEONARDO BRANDÃO MARQUES / RANILSON OSCAR ARAÚJO PAIVA / RODOLFO SENA DA PENHA / SAULO RUFINO DE SÁ / SEIJI ISOTANI / THIAGO HENRIQUE FREIRE DE OLIVEIRA / WAGNER DE OLIVEIRA / WASHINGTON HENRIQUE CARVALHO ALMEIDA,-,,
Ceará,UFC,BR 51 2023 002781 2,18/09/2023,Plugin do Moodle: Bloco de listagem de cursos no Painel do usuário, JAVA SCRIPT / OUTROS / PHP, ED-03,GI-01,"CESAR - CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN / UNIVERSIDADE DE SÃO PAULO / UNIVERSIDADE FEDERAL DE ALAGOAS / UNIVERSIDADE FEDERAL DO CEARÁ / UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",ALAN PEDRO DA SILVA / ALUÍSIO IGOR RÊGO FONTES / DIEGO DERMEVAL MEDEIROS DA CUNHA MATOS / EDUARDO HENRIQUE OLIMPIO DE GUSMÃO / IBSEN MATEUS BITTENCOURT SANTANA PINTO / IG IBERT BITTENCOURT SANTANA PINTO / JEFERSON QUEIROGA PEREIRA / LEONARDO BRANDÃO MARQUES / RANILSON OSCAR ARAÚJO PAIVA / RODOLFO SENA DA PENHA / SAULO RUFINO DE SÁ / SEIJI ISOTANI / THIAGO HENRIQUE FREIRE DE OLIVEIRA / WAGNER DE OLIVEIRA / WASHINGTON HENRIQUE CARVALHO ALMEIDA,-,,
Ceará,UFC,BR 51 2023 002780 4,18/09/2023,Sistema Administrativo,CSS / DJANGO / HTML / JAVA SCRIPT / PYTHON, ED-03,GI-01,"CESAR - CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE / INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAÍBA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN / UNIVERSIDADE DE SÃO PAULO / UNIVERSIDADE FEDERAL DE ALAGOAS / UNIVERSIDADE FEDERAL DO CEARÁ",ALAN PEDRO DA SILVA / ALUÍSIO IGOR RÊGO FONTES / DEMETRIOS ARAÚJO MAGALHÃES COUTINHO / DIEGO DERMEVAL MEDEIROS DA CUNHA MATOS / GENTIL ÁLYSON JÁCOME FERNANDES / IBSEN MATEUS BITTENCOURT SANTANA PINTO / IG IBERT BITTENCOURT SANTANA PINTO / IVAN SOARES DE MEDEIROS JÚNIOR / JEFERSON QUEIROGA PEREIRA / JOSÉ MATHEUS BENTO / LEONARDO BRANDÃO MARQUES / LUCAS HIAGO DE AZEVEDO DANTAS / LUCIANA PEIXOTO SANTA RITA / RANILSON OSCAR ARAÚJO PAIVA / RAPHAEL DE CARVALHO MUNIZ / RODOLFO SENA DA PENHA / SANDERSON RAUL DE OLIVEIRA AMORIM / SEIJI ISOTANI / WASHINGTON HENRIQUE CARVALHO ALMEIDA,-,,
Ceará,UFC,BR 51 2023 002769 3,18/09/2023,Repositório da RIEH - backend,  DJANGO / PYTHON, ED-03,GI-01," CESAR - CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE / INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAÍBA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN / UNIVERSIDADE DE SÃO PAULO / UNIVERSIDADE FEDERAL DE ALAGOAS / UNIVERSIDADE FEDERAL DO CEARÁ", ALAN PEDRO DA SILVA / ALUÍSIO IGOR RÊGO FONTES / DIEGO DERMEVAL MEDEIROS DA CUNHA MATOS / GENTIL ÁLYSON JÁCOME FERNANDES / IBSEN MATEUS BITTENCOURT SANTANA PINTO / IG IBERT BITTENCOURT SANTANA PINTO / JEFERSON QUEIROGA PEREIRA / LEONARDO BRANDÃO MARQUES / LUCAS HIAGO DE AZEVEDO DANTAS / RANILSON OSCAR ARAÚJO PAIVA / SEIJI ISOTANI / THOMAZ EDSON VELOSO DA SILVA / WASHINGTON HENRIQUE CARVALHO ALMEIDA,-,,
Ceará,UFC,BR 51 2023 002779 0,18/09/2023,REPOSITÓRIO DA RIEH - FRONTEND,CSS / HTML / JAVA SCRIPT / OUTROS, ED-03,GI-01," CESAR - CENTRO DE ESTUDOS E SISTEMAS AVANÇADOS DO RECIFE / INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAÍBA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN / UNIVERSIDADE DE SÃO PAULO / UNIVERSIDADE FEDERAL DE ALAGOAS / UNIVERSIDADE FEDERAL DO CEARÁ", ALAN PEDRO DA SILVA / ALUÍSIO IGOR RÊGO FONTES / DIEGO DERMEVAL MEDEIROS DA CUNHA MATOS / ELENILSON VIEIRA DA SILVA FILHO / GENTIL ÁLYSON JÁCOME FERNANDES / IBSEN MATEUS BITTENCOURT SANTANA PINTO / IG IBERT BITTENCOURT SANTANA PINTO / IRLAN ARLEY TARGINO MOREIRA / JEFERSON QUEIROGA PEREIRA / LEONARDO BRANDÃO MARQUES / MANOEL DO BONFIM LINS DE AQUINO / RANILSON OSCAR ARAÚJO PAIVA / SEIJI ISOTANI / THOMAZ EDSON VELOSO DA SILVA / WASHINGTON HENRIQUE CARVALHO ALMEIDA / YASMIN CARVALHO TARGINO DE ALENCAR,-,,
Ceará,UFC,BR 51 2023 002254 3,01/08/2023,Desenvolva UFC,CSS / HTML / JAVA / JAVA SCRIPT / JSON / NODEJS / OUTROS / POSTGREE SQL / XML, AD-01 / AD-02 / AD-04 / AD-07," AP-02 , AP-03 , FA-01 , GI-01 , GI-04", UNIVERSIDADE FEDERAL DO CEARÁ,ABELARDO VIEIRA MOTA / ALÉXIA AGUIAR DE MOURA FERREIRA GOMES / ANA CRISTINA TEIXEIRA DE BRITO / ANDRÉIA LIBÓRIO SAMPAIO / ANTONIO JERRY SÁ SANTOS / DANIEL ACÁCIO DE MOURA / DANIELLE FRANÇA RIBEIRO / DAVI ROMERO DE VASCONCELOS / DENISE VASCONCELOS LANDIM / FRANCISCO DANIEL COUTINHO MEDEIROS / IONEIRY VIANA LIMA / JANDER NUNES SOARES / KARLA KAROLINE VIEIRA LOPES / KELLY MINEIRO CAVALCANTE / LEONARA ROCHA DOS SANTOS CASTRO / LUANA BATISTA RODRIGUES / LUZIMAR ARAÚJO DE OLIVEIRA / MARCUS VINÍCIUS VERAS MACHADO / MARILENE FEITOSA SOARES / PAULO MATEUS MOURA DA SILVA / RAFAEL BRÁZ AZEVEDO FARIAS / RAYSON SANTOS DE LIMA / RITA DE CÁSSIA BRAGA CAVALCANTE CUNHA / SILVIO ROBERTO MARTINS AMARANTE / SUELI MARIA DE ARAÚJO CAVALCANTE / SYLVANA HOLANDA MOURA / TELMA ARAÚJO DO NASCIMENTO / THALITA MARIA FIRMINO DE MOURA / VIRGINIA FARIAS DE SOUSA,-,,
Ceará,UFC,BR 51 2023 001697 7,16/06/2023,ApneIA Conecte,OUTROS,SD-06,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - IFCE / UNIVERSIDADE FEDERAL DO CEARÁ", ADRIANO JOSÉ XAVIER SANTIAGO / AUZUIR RIPARDO DE ALEXANDRIA / CAMILA FERREIRA LEITE / EKATERINE ARAÚJO DIAS / GABRIEL TAVARES DE MELO FREITAS / KETTLEYN ALVES PAIVA / LIA MARIA AGUIAR NEVES / MARIA DAS GRAÇAS RODRIGUES DOS SANTOS / MATEUS MACHADO COSTA / MIKAELY LIMA MELO / NÍCOLAS FONTELES LEITE / RENÊ RIPARDO CALIXTO,-,,
Ceará,UFC,BR 51 2023 001493 1,29/05/2023,GREatest Card Game Online,C# / OUTROS,ED-04,AP-01,UNIVERSIDADE FEDERAL DO CEARÁ,HANNA RANIELLY DA SILVA RAMOS / ISMAYLE DE SOUSA SANTOS / JEAN IGOR DE QUEIROZ PANTOJA / ROSSANA MARIA DE CASTRO ANDRADE,-,,
Ceará,UFC,BR 51 2023 001492 3,29/05/2023,CrowdCoin,CSS / JAVA SCRIPT / OUTROS,IF-01," AP-01 , GI-01",UNIVERSIDADE FEDERAL DO CEARÁ,DELANO JOSÉ HOLANDA MAIA / EMANUEL FERREIRA COUTINHO,-,,
Ceará,UFC,BR 51 2023 001406 0,19/05/2023,ECOS Modeling,CSS / HTML / JAVA SCRIPT / OUTROS,IF-02,SM-01,UNIVERSIDADE FEDERAL DO CEARÁ,EMANUEL FERREIRA COUTINHO / FRANCISCO VICTOR DA SILVA PINHEIRO,-,,
Ceará,UFC,BR 51 2023 001405 2,19/05/2023,USINN Modeler, CSS / HTML / JAVA SCRIPT / MYSQL / NODEJS / XML, IN-02, DS-03,UNIVERSIDADE FEDERAL DO CEARÁ,ALEX FELIPE FERREIRA COSTA / ANNA BEATRIZ DOS SANTOS MARQUES / CAIO FINOTTI BOSCO / GLAUBER BATISTA MARREIRO / NATÁLIA LÍDIA LIMA COELHO,-,,
Ceará,UFC,BR 51 2023 000860 5,29/03/2023,Aplicativo para avaliação clínica e cadastro de indivíduos com dor lombar, OUTROS, SD-06,AP-01,FUNDAÇÃO UNIVERSIDADE DE BRASILIA / FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL / UNIVERSIDADE ESTADUAL DO RIO GRANDE DO NORTE / UNIVERSIDADE FEDERAL DO CEARÁ, ADRIANO GOMES DA SILVA / ALINE MARTINS DE TOLEDO / BRUNA DE MELO SANTANA / CICILIA RAQUEL LEITE MAIA / FERNANDA PASINATO / LUISIANE DE ÁVILA SANTANA / NATALINE COUTINHO / RODRIGO LUIZ CARREGARO / THOMAZ NOGUEIRA BURKE,-,,
Ceará,UFC,BR 51 2023 000843 5,27/03/2023,CIFLink, FRAMEWORK / OUTROS, SD-06," AP-01 , FA-01",UNIVERSIDADE FEDERAL DO CEARÁ, ANA CAROLINE BELO ALENCAR / KÁTIA VIRGINIA VIANA CARDOSO / LEONARDO BRUNO MAGALHÃES BOSI,-,,
Ceará,UFC,BR 51 2023 000439 1,27/02/2023,Legacy-DB,NODEJS / PYTHON,IF-10, GI-06,UNIVERSIDADE FEDERAL DO CEARÁ,AMANDA DRIELLY PIRES VENCESLAU / GUSTAVO DE OLIVEIRA MORAES / JOSE WELLINGTON FRANCO DA SILVA / MARLON GONÇALVES DUARTE / PAULO ANTONIO LEAL REGO,-,,
Ceará,UFC,BR 51 2023 000298 4,09/02/2023,DEOLIx - Detecção Online de Lixo em Imagens, C++ / PYTHON / SHELL SCRIPT, SM-03, TC-03,UNIVERSIDADE FEDERAL DO CEARÁ,JOSÉ GILVAN RODRIGUES MAIA / PAULO ANTONIO LEAL REGO,-,,
Ceará,UFC,BR 51 2022 003375 5,05/12/2022,AST - Approximate Search Toolbox,C++,IF-02, GI-08,UNIVERSIDADE FEDERAL DO CEARÁ,JOSÉ GILVAN RODRIGUES MAIA / PAULO ANTONIO LEAL REGO,-,,
Ceará,UFC,BR 51 2022 003107 8,09/11/2022,TestGen - Um Serviço Gerador de Casos de Testes a Partir de Casos de Uso, CSS / HTML / JAVA SCRIPT / JSON,IF-10,DS-01,UNIVERSIDADE FEDERAL DO CEARÁ, ISMAYLE DE SOUSA SANTOS / YAGO COSTA DE OLIVEIRA,-,,
Ceará,UFC,BR 51 2022 002597 3,19/09/2022,Mastithermal,PYTHON,AG-10, AT-01,UNIVERSIDADE FEDERAL DO CEARÁ / UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,FILIPE ROLIM CORDEIRO / GLEDSON LUIZ PONTES DE ALMEIDA / HELITON PANDORFI / JOSE ANTONIO DELFINO BARBOSA FILHO / RODES ANGELO BATISTA DA SILVA,-,,
Ceará,UFC,BR 51 2022 001230 8,24/05/2022,Aplicativo de rastreabilidade de pescado do atum,PHP,AG-14 / / IF-07," AP-03 , AT-06 , AV-01 , SO-07",  FEDERACAO DAS INDUSTRIAS DO ESTADO DE CEARA / UNIVERSIDADE FEDERAL DO CEARÁ, FABIO CISNE RIBEIRO / FRANCISCO RONALD ARAÚJO BARBOSA / JARBAS ARYEL NUNES DA SILVEIRA / JOSE DANILO DA SILVA COUTINHO FILHO / JOSE EDILSON SILVA FILHO / LEILAMARA DO NASCIMENTO ANDRADE / VINICIUS COSTA SECUNDINO,-,,
Ceará,UFC,BR 51 2022 000993 5,05/05/2022,eWHODAS,OUTROS,SD-06,AP-01,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO CEARA / UNIVERSIDADE FEDERAL DO CEARÁ", AUZUIR RIPARDO DE ALEXANDRIA / BIANCA OLIVEIRA ABREU / GABRIELA MEDEIROS DA SILVA / MARIA CAROLINE DA SILVA / NICOLAS FONTELES LEITE / SHAMYR SULYVAN DE CASTRO,-,,
Ceará,UFC,BR 51 2022 000976 5,04/05/2022,Educ-Dapp,CSS / HTML / JAVA SCRIPT / OUTROS,ED-05,AP-01,UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO WELLIGTON DOS SANTOS ABREU / EMANUEL FERREIRA COUTINHO,-,,
Ceará,UFC,BR 51 2021 003107 5,16/12/2021,UniIrrig,JAVA / XML,AG-06,AP-01,DENILSON RAIMUNDO DA SILVA / UNIVERSIDADE FEDERAL DO CEARÁ,ALAN BERNARD OLIVEIRA DE SOUSA / ARTHUR BRENO ROCHA MARIANO / DANIELA ANDRESKA DA SILVA / DENILSON RAIMUNDO DA SILVA,-,,
Ceará,UFC,BR 51 2021 003106 7,16/12/2021,Dorsal: Ferramenta para Geração de Modelos de Dados para Aplicações voltadas a Saúde e Cuidado de Idosos,JAVA SCRIPT ,IF-10, DS-01,UNIVERSIDADE FEDERAL DO CEARÁ, EVILASIO COSTA JUNIOR / ISMAYLE DE SOUSA SANTOS / PAULO ARTUR DE SOUSA DUARTE / PEDRO ALMIR MARTINS DE OLIVEIRA / ROSSANA MARIA DE CASTRO ANDRADE / ÍTALO LINHARES DE ARAÚJO,-,,
Ceará,UFC,BR 51 2021 003100 8,16/12/2021,Software para Aquisição de Dados e Estimativa de Fugacidade de CO2,C, MA-04, IT-01,UNIVERSIDADE FEDERAL DO CEARÁ, ITALO JADER LOIOLA BATISTA / ROZANE VALENTE MARINS,-,,
Ceará,UFC,BR 51 2021 003099 0,16/12/2021,Organize Rooms 1.0,JAVA SCRIPT / NODEJS,AD-01,AP-03,UNIVERSIDADE FEDERAL DO CEARÁ,MATHEUS MAYRON LIMA DA CRUZ,-,,
Ceará,UFC,BR 51 2021 002922 4,01/12/2021,GREaTest Helper,JAVA SCRIPT , ED-04, FA-01,UNIVERSIDADE FEDERAL DO CEARÁ, ISMAYLE DE SOUSA SANTOS / JOSEANE DE OLIVEIRA VALE PAIVA / JOÃO BOSCO BORGES ARAGÃO FILHO / ROSSANA MARIA DE CASTRO ANDRADE / RUBENS ANDERSON DE SOUSA SILVA,-,,
Ceará,UFC,BR 51 2021 002716 7,18/11/2021,Código de funcionamento do Dispositivo de Aferição Vascular do Índice Tornozelo Braquial (DAVI),C, SD-09,IT-03, FUNDAÇÃO UNIVERSIDADE DE BRASILIA / UNIVERSIDADE FEDERAL DO CEARÁ,ADSON FERREIRA DA ROCHA / ANDREY NEGREIROS PIMENTA / JOSÉ CARLOS TATMATSU ROCHA / PEDRO HENRIQUE CANTUÁRIA LÔBO / REBECA HANNAH DE MELO OLIVEIRA / SUÉLIA DE SIQUEIRA RODRIGUES FLEURY ROSA,-,,
Ceará,UFC,BR 51 2021 002704 3,17/11/2021,Software Proteasy,CSS / HTML / JAVA SCRIPT,ED-04,SO-02,UNIVERSIDADE FEDERAL DO CEARÁ, ALESSANDER DE AQUINO ARAUJO / ANA CRISTINA DE MELLO FIALLOS / ANTONIO RIBEIRO RODRIGUES NETO / BRUNO RICARTE ROGÉRIO TEIXEIRA / CAMILA DE OLIVEIRA LÔBO / EMANUEL MOTA FERNANDES / FERNANDA CARVALHO / FRANCISCO RENNAN DE OLIVEIRA NUNES / IGOR GOMES FERREIRA / ISLLA RIBEIRO PINHEIRO / JULIANA MARINHO RAMOS DE OLIVEIRA / VANESSA MAYARA DOS SANTOS SILVA,-,,
Ceará,UFC,BR 51 2021 002333 1,04/10/2021,SOFTWARE PARA USO NO ACOLHIMENTO COM CLASSIFICAÇÃO DE RISCO EM PEDIATRIA,C#,SD-02,GI-01,RAFAEL ARAÚJO DE FREITAS / UNIVERSIDADE FEDERAL DO CEARÁ,FRANCISCA ELISÂNGELA TEIXEIRA LIMA / GILVAN FERREIRA FELIPE / RAFAEL ARAÚJO DE FREITAS,-,,
Ceará,UFC,BR 51 2021 001602 5,14/07/2021,Zelo Profissional de Saúde,JAVA SCRIPT , SD-01 / SD-05 / SD-06 / SD-07,AP-01,FUNDAÇÃO OSWALDO CRUZ / UNIVERSIDADE FEDERAL DO CEARÁ (UFC),ALINE LUIZA DE PAULO EVANGELISTA / ANTÔNIO CESAR SOARES LIMA FILHO / BRUNO TEIXEIRA DE SOUSA / DANIEL BARRETO DE ANDRADE / ISMAYLE DE SOUSA SANTOS / IVANA CRISTINA DE HOLANDA CUNHA BARRETO / JOSEANE DE OLIVEIRA VALE PAIVA / JOÃO BASTOS FREIRE NETO / LUIZ ODORICO MONTEIRO DE ANDRADE / PAULA CALDAS MELO / PAULO ARTUR DE SOUSA DUARTE / ROSSANA MARIA DE CASTRO ANDRADE / RÔMULO GADELHA DE MOURA LIMA / RÔMULO OLIVEIRA TORRES / VIRNA MARIA AGUIAR FROTA / ÂNGELA CHRISTINA MORAES OSTRITZ / ÍTALO LINHARES DE ARAÚJO,"Kasznar, Leonardos Advogados",,
Ceará,UFC,BR 51 2021 001601 7,14/07/2021,Zelo Gestor,JAVA SCRIPT , SD-01 / SD-02 / SD-05 / SD-06 / SD-07,"FA-01 , FA-04 , GI-01 , GI-04",FUNDAÇÃO OSWALDO CRUZ / UNIVERSIDADE FEDERAL DO CEARÁ (UFC),ALINE LUIZA DE PAULO EVANGELISTA / ANTÔNIO CESAR SOARES LIMA FILHO / BRUNO TEIXEIRA DE SOUSA / DANIEL BARRETO DE ANDRADE / IVANA CRISTINA DE HOLANDA CUNHA BARRETO / JOÃO BASTOS FREIRE NETO / LOANA RUSSO BARBOSA RAMOS / LUIZ ODORICO MONTEIRO DE ANDRADE / REBECCA LUCENA THEOPHILO / RÔMULO GADELHA DE MOURA LIMA / RÔMULO OLIVEIRA TORRES / VIRNA MARIA AGUIAR FROTA,"Kasznar, Leonardos Advogados",,
Ceará,UFC,BR 51 2021 001600 9,14/07/2021,Zelo Cuidador / Familiar,JAVA SCRIPT , SD-01 / SD-05 / SD-06 / SD-07,AP-01,FUNDAÇÃO OSWALDO CRUZ / UNIVERSIDADE FEDERAL DO CEARÁ (UFC),ALINE LUIZA DE PAULO EVANGELISTA / ANTÔNIO CESAR SOARES LIMA FILHO / BRUNO TEIXEIRA DE SOUSA / DANIEL BARRETO DE ANDRADE / ISMAYLE DE SOUSA SANTOS / IVANA CRISTINA DE HOLANDA CUNHA BARRETO / JOSEANE DE OLIVEIRA VALE PAIVA / JOÃO BASTOS FREIRE NETO / LUIZ ODORICO MONTEIRO DE ANDRADE / PAULA CALDAS MELO / PAULO ARTUR DE SOUSA DUARTE / ROSSANA MARIA DE CASTRO ANDRADE / RÔMULO GADELHA DE MOURA LIMA / RÔMULO OLIVEIRA TORRES / VIRNA MARIA AGUIAR FROTA / ÂNGELA CHRISTINA MORAES OSTRITZ / ÍTALO LINHARES DE ARAÚJO,"Kasznar, Leonardos Advogados",,
Ceará,UFC,BR 51 2021 001144 9,28/05/2021,Continence App,JAVA / SWIFT, SD-07,AP-01,UNIVERSIDADE FEDERAL DO CEARÁ,CAMILA TEIXEIRA MOREIRA VASCONCELOS / DAYANA MAIA SABOIA,-,,
Ceará,UFC,BR 51 2020 001311 2,09/07/2020,QUANTYFILM,JAVA, BL-01 / FQ-12 / SD-09,FA-01,UNIVERSIDADE FEDERAL DO CEARA / VANDBERGUE SANTOS PEREIRA,JOSÉ JÚLIO COSTA SIDRIM / MARCOS FÁBIO GADELHA ROCHA / RAIMUNDA SÂMIA NOGUEIRA BRILHANTE / VANDBERGUE SANTOS PEREIRA / WALDEMIRO AQUINO PEREIRA NETO,-,,
Ceará,UFC,BR 51 2020 001189 6,26/06/2020,iNovaFisio,JAVA SCRIPT , SD-06,AP-01,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE - UERN / UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIA DIANA BRAGA NOGUEIRA / CICÍLIA RAQUEL MAIA LEITE / DANIELY ILDEGARDES BRITO TATMATSU / JOSÉ CARLOS TATMATSU ROCHA / MARCOS DANTAS ORTIZ / VICTOR PEROBA DE ALMEIDA,-,,
Ceará,UFC,BR 51 2020 000995 6,03/06/2020,Pharmasoftware,JAVA,ED-03,TC-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ALRIETA HENRIQUE TEIXEIRA / DANIELLE ROCHA DO VAL / GERARDO CRISTINO FILHO / HELLÍADA VASCONCELOS CHAVES / ISAURA NELSIVANIA SOMBRA OLIVEIRA / IÁLIS CAVALCANTE DE PAULA JÚNIOR / JORDÂNIA MARQUES DE OLIVEIRA FREIRE / JOSÉ CLAUBER MATOS BRAYNER / MARCONDES PIMENTEL CRUZ / MARIA ELISABETE AMARAL DE MORAES / MARQUES SIMÕES DE SOUZA / MIRNA MARQUES BEZERRA BRAYNER / RAQUEL CARVALHO MONTENEGRO / THIAGO DE VASCONCELOS SARAIVA / VICENTE DE PAULO TEIXEIRA PINTO / ÂNGELA MAGALHÃES VIEIRA,-,,
Ceará,UFC,BR 51 2017 000624 5,01/06/2017,FARMACOGNOSIA-SOFTWARE EDUCACIONAL,ACTION SCRIPT,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO JOSÉ MELO LEITE JÚNIOR / DÉBORA NEPOMUCENO DE SOUZA HOLANDA / FABIANA PEREIRA SOARES / JOSÉ NUNES DA SILVA JÚNIOR,-,,
Ceará,UFC,BR 51 2017 000625 3,01/06/2017,PROJECT_LPT01,C++, EN-04 / FQ-02 / FQ-11 / FQ-14 / MA-02," AP-01 , GI-01 , GI-02 , SM-01 , SO-01",  UNIVERSIDADE FEDERAL DO CEARÁ, CLAUDENILSON DA SILVA CLEMENTE / JOÃO PAULO FERREIRA MOTA / SAMUEL GONDIM SAMPAIO / SELMA ELAINE MAZZETTO,-,,
Ceará,UFC,BR 51 2016 001188 2,06/09/2016,JOGO DE TABULEIRO/CARTAS VIRTUAL - SOFTWARE EDUCACIONAL, ACTION SCRIPT 2.0 / MYSQL / PHP,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO JOSÉ MELO LEITE JÚNIOR / DIEGO MACEDO DE ALMEIDA / FRANCISCO SERRA OLIVEIRA ALEXANDRE / JOSÉ NUNES DA SILVA JÚNIOR / JOÃO VICTOR XEREZ MOREIRA / MARY ANNE SOUSA LIMA,-,,
Ceará,UFC,BR 51 2016 001189 0,06/09/2016,SOFTWARE PARA CÁLCULO DO INDICE DE ENTALPIA DE CONFORTO PARA PECUARIA DE CORTE - CALC IEC PEC V1.1,C++, AG-10,"AP-01 , AT-06 , CD-04 , TC-01",  UNIVERSIDADE FEDERAL DO CEARÁ,DANIEL GURGEL PINHEIRO / FLÁVIO ROBERTO DE FREITAS GONÇALVES / JOSÉ ANTONIO DELFINO BARBOSA FILHO,-,,
Ceará,UFC,BR 51 2016 000869 5,08/07/2016,SOLUÇÕES QUÍMICAS - SOFTWARE EDUCACIONAL,JAVA,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO JOSÉ MELO LEITE JÚNIOR / FRANCISCO GERALDO BARBOSA / JOSÉ NUNES DA SILVA JÚNIOR,-,,
Ceará,UFC,BR 51 2016 000870 9,08/07/2016,POLARÍMETRO VIRTUAL - SOFTWARE EDUCACIONAL,JAVA,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO JOSÉ MELO LEITE JÚNIOR / JOSÉ NUNES DA SILVA JÚNIOR / MARY ANNE SOUSA LIMA,-,,
Ceará,UFC,BR 51 2016 000871 7,08/07/2016,FORÇAS INTERMOLECULARES - SOFTWARE EDUCACIONAL,JAVA,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ, ANTONIO JOSÉ MELO LEITE JÚNIOR / DIEGO MACEDO DE ALMEIDA / FRANCISCO GERALDO BARBOSA / FRANCISCO SERRA OLIVEIRA ALEXANDRE / JAIR MAFEZOLI / JOSÉ NUNES DA SILVA JÚNIOR / MARY ANNE SOUSA LIMA,-,,
Ceará,UFC,BR 51 2016 000872 5,08/07/2016,RESSONÂNCIA - SOFTWARE EDUCACIONAL,JAVA,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ, ANTONIO JOSÉ MELO LEITE JÚNIOR / FRANCISCO GERALDO BARBOSA / JOSÉ NUNES DA SILVA JÚNIOR,-,,
Ceará,UFC,BR 51 2016 000868 7,08/07/2016,CINÉTICA QUÍMICA - SOFTWARE EDUCACIONAL,JAVA,ED-06,AP-01,  UNIVERSIDADE FEDERAL DO CEARÁ,ANTONIO JOSÉ MELO LEITE JÚNIOR / EDUARDO HENRIQUE SILVA DE SOUSA / FRANCISCO SERRA OLIVEIRA ALEXANDRE / JOSÉ NUNES DA SILVA JÚNIOR / MARY ANNE SOUSA LIMA,-,,
Ceará,UFC,BR 51 2016 000491 6,04/05/2016,GREAT TOUR,JAVA, IF-02 / IF-07 / IF-08," AP-01 , GI-01 , UT-01",  UNIVERSIDADE FEDERAL DO CEARÁ,BELMONDO RODRIGUES ARAGÃO JUNIOR / EDMILSON ROBSON ROCHA LIMA / ISMAYLE DE SOUSA SANTOS / ITALO LINHARES DE ARAÚJO / ROSSANA MARIA DE CASTRO ANDRADE / THALISSON ALVES OLIVEIRA,-,,
Ceará,UFC,BR 51 2016 000492 4,04/05/2016,GREAT PRINT,JAVA, IF-02 / IF-07 / SV-01," AP-01 , GI-01 / SO-07 , UT-01",  UNIVERSIDADE FEDERAL DO CEARÁ,ARTHUR BORGES DE OLIVEIRA SOUSA / RAINARA MAIA CARVALHO / RICARDO GOES DE MEIRA / ROSSANA MARIA DE CASTRO ANDRADE,-,,
